# t-t0	Cv	<r^2>	Csigmaxy
1.3499999999998678	2.6914410825603956	2.6910618314794265e-8	5.556729607016079e6
1.3999999999998622	2.406454542531031	2.4065445126812092e-8	1.1557783863764582e6
1.4499999999998567	2.693636082382556	2.6940022488079828e-8	8.118107018104651e6
1.4999999999998512	2.7870564505236883	2.7871647821500634e-8	1.1087821128518046e6
1.5499999999998457	2.8306406288741623	2.8306917354154997e-8	758589.2665842436
1.5999999999998402	2.799824790270286	2.799693219960196e-8	1.4064190674815223e7
1.6499999999998347	2.7319742795105655	2.731814870990237e-8	4.381883794738439e6
1.6999999999998292	2.6593277055008895	2.6592446285445783e-8	1.2135864113847385e6
1.7499999999998237	2.759954569937113	2.7602320463413126e-8	4.939179784408325e6
1.7999999999998182	2.7471643481147874	2.7468786625864377e-8	1.618530951882239e7
1.8499999999998127	2.693999573055095	2.6942179613465172e-8	4.667154331541664e6
1.8999999999998072	2.714240589650455	2.7147674367762748e-8	886686.294496914
1.9499999999998017	2.8065816564906885	2.8065382300631762e-8	7625.851631324199
1.9999999999997962	2.6569862621386653	2.656941718350487e-8	1.3851822440160189e7
2.0499999999999017	2.733954560586714	2.733490715284306e-8	199043.20359718677
2.100000000000007	2.7964599558433245	2.7970306162720518e-8	1.274111894478115e6
2.1500000000001127	2.849076300136086	2.848521919987936e-8	641069.3437319216
2.2000000000002182	2.6649177039188783	2.664967657392161e-8	5.198792477365244e6
2.2500000000003237	2.7543384773774875	2.7547647348881568e-8	7.672663983396503e6
2.3000000000004293	2.858474141009767	2.858322175110089e-8	1.2032717623251619e7
2.3500000000005348	2.7450282096888055	2.7450204307154492e-8	119127.18599015911
2.4000000000006403	2.7419569372992374	2.7417772804666862e-8	78510.00786992136
2.450000000000746	2.7597703539533307	2.7599087131797254e-8	4115.4078732128055
2.5000000000008513	2.8544386223325735	2.854546779840079e-8	103830.85490903413
2.550000000000957	2.8527427373592245	2.8527199356046936e-8	2064.691081140359
2.6000000000010624	2.7711441324224984	2.7710683588701448e-8	105366.45857229913
2.650000000001168	2.876665230691034	2.876793944519537e-8	1.0388422177528221e6
2.7000000000012734	2.915777782230441	2.91587686474642e-8	1.0401016069956158e6
2.750000000001379	2.9193431672580936	2.919205264005666e-8	1.2179813126426009e6
2.8000000000014844	2.8554897598111837	2.855341038601883e-8	1.8098221877416987e7
2.85000000000159	3.000444945724542	3.000759729926124e-8	2.826216347500165e6
2.9000000000016954	2.9968022682909923	2.996989211606279e-8	5.284273334335344e6
2.950000000001801	2.964520920153374	2.964296703329157e-8	9.819817843986522e6
3.0000000000019065	2.7168115440435217	2.7163906911932636e-8	632040.3672765385
3.050000000002012	3.0292557509400235	3.029322969758921e-8	108868.23042870611
3.1000000000021175	2.886532241504473	2.8867935029856317e-8	2.886557026662825e6
3.150000000002223	2.991271916943312	2.9911922248109534e-8	703913.53507835
3.2000000000023285	2.9343042551165386	2.9341415206734433e-8	2.534887183281387e7
3.250000000002434	2.920931888533914	2.92108448375534e-8	618042.4615397692
3.3000000000025396	2.910161126717396	2.9099014367978425e-8	30997.809993971172
3.350000000002645	2.8904718822767204	2.890504572406597e-8	49400.87506696778
3.4000000000027506	2.895242125097238	2.8952215472441433e-8	7.427807686913842e6
3.450000000002856	2.916563459294278	2.9166067821263058e-8	8.544130252118815e6
3.5000000000029616	2.8304931513207667	2.8301693582075048e-8	4313.0622365365825
3.550000000003067	2.7331957778311367	2.7335913969410113e-8	232830.37083041033
3.6000000000031727	2.9508264086991596	2.9510837226436447e-8	20571.960348108354
3.650000000003278	2.9944045537138533	2.9944041236473166e-8	7868.550426320715
3.7000000000033837	2.9442537496685945	2.943875213938993e-8	3.771861264411207e6
3.750000000003489	2.70043496806607	2.7001402923028416e-8	7.121943764496255e6
3.8000000000035947	2.8294080880064594	2.829478001809514e-8	1.1552782105665864e7
3.8500000000037002	2.815152322619274	2.8157058718028857e-8	1.5361660820856122e7
3.9000000000038058	3.0299169270306145	3.030017029946276e-8	184574.31296363135
3.9500000000039113	2.9566550591180056	2.955964106680741e-8	5.2214701096519165e7
4.000000000004016	2.858730661710476	2.8596844344372102e-8	1.7497367055838573e8
4.0500000000039	2.8714213863568494	2.871243238914621e-8	1.3829269698919442e6
4.100000000003783	2.8840993058647317	2.884607672912689e-8	9.173224571268374e6
4.150000000003667	3.0702226228943004	3.070128077229424e-8	7.6368350983342575e6
4.20000000000355	3.073540741762965	3.073760360610349e-8	8.319244677906091e6
4.250000000003434	3.1106900594926765	3.110512698439355e-8	5.571056002685639e6
4.300000000003317	3.0276979077376183	3.027624131067382e-8	1.4414895781529766e7
4.350000000003201	3.0193680238331915	3.0195344236287984e-8	963047.0676050057
4.400000000003084	3.0362837717418345	3.036157497044531e-8	3.73723859070525e7
4.450000000002968	3.002770737086318	3.002701380367408e-8	2.2008897904718522e7
4.500000000002851	2.8995709189871013	2.8996741350357422e-8	18408.90477479574
4.5500000000027345	2.9855205548560027	2.985759575731689e-8	383472.4459522689
4.600000000002618	2.808854205390951	2.8087040801370114e-8	1.1463678584187543e7
4.6500000000025015	3.0100508824484833	3.010445857745653e-8	691802.7708985785
4.700000000002385	2.9917146919342157	2.9912112282838243e-8	1.1185300134858273e6
4.750000000002268	3.0166495651142617	3.0172852849549794e-8	3.496479676658308e6
4.800000000002152	3.022822260258478	3.022414363893314e-8	1265.870345201076
4.850000000002035	3.076127629776592	3.076136117775773e-8	55439.37696243491
4.900000000001919	3.096069217685976	3.096205747836015e-8	65203.324036841645
4.950000000001802	3.053413620920793	3.053483568726766e-8	50964.08828865502
5.000000000001686	2.9400308639518924	2.9398290534005793e-8	35317.16897698263
5.050000000001569	3.0989763600302007	3.099063323401646e-8	28366.407466166467
5.100000000001453	3.0319486682944454	3.031864741129436e-8	1.0461324701145165e7
5.150000000001336	2.8719077074314163	2.8709414687496024e-8	1.2908815932862688e7
5.20000000000122	2.9521161053313625	2.9524882492018275e-8	9569.13513440717
5.250000000001103	2.8273546330366077	2.8276820515611604e-8	2.48643438859448e7
5.300000000000987	2.9160728736028254	2.9157930537102483e-8	726115.1320412275
5.35000000000087	2.8110641913693954	2.810971529629034e-8	147420.3682298756
5.4000000000007535	2.6530299432328492	2.652649778829572e-8	206563.05611142953
5.450000000000637	2.886794489858886	2.886760557513707e-8	523315.4400910867
5.5000000000005205	2.888670825255831	2.8887173683652727e-8	2.388957758323931e6
5.550000000000404	2.844711991847865	2.8444241514707575e-8	121879.51718654277
5.600000000000287	2.8379092479497494	2.838047671089735e-8	7729.536439725946
5.650000000000171	2.8538807118523963	2.853752204535042e-8	798873.9130234912
5.700000000000054	2.8046801826122008	2.8050126897201395e-8	2.174755782327774e6
5.749999999999938	2.925814410029692	2.92596604652635e-8	90167.32129105303
5.799999999999821	3.012090665024975	3.012174196522807e-8	1.1339469843351862e6
5.849999999999705	2.9623540259347347	2.961945627403992e-8	825767.1050587025
5.899999999999588	2.8119248178258744	2.8122080474657263e-8	2.1274357849188345e6
5.949999999999472	2.8746055819033627	2.8747089436585644e-8	8.425928300855014e6
5.999999999999355	2.9940950075478514	2.9943342081358754e-8	281796.1120439224
6.049999999999239	2.944566186260927	2.9447950294417215e-8	339959.0145806982
6.099999999999122	2.892663257499547	2.8920682100815518e-8	4.601968653325438e6
6.149999999999006	3.0047603816970025	3.0050052516038e-8	5.620181088409095e6
6.199999999998889	2.9123707072404117	2.9120692281475488e-8	7.959648558951996e7
6.2499999999987725	2.940099463911379	2.9395469258172952e-8	5.101564255142838e7
6.299999999998656	2.934425045136511	2.9348807482804434e-8	3.3379688341410644e6
6.3499999999985395	2.8864006150372155	2.8861876577767795e-8	897186.3711022347
6.399999999998423	2.804676598969944	2.804805766534915e-8	642119.262791131
6.449999999998306	2.9309717762152037	2.9308716178540616e-8	3.2964365026492067e6
6.49999999999819	2.925323576262507	2.9255521219229147e-8	489298.34450006986
6.549999999998073	2.898126997032268	2.8977638400496673e-8	9.536288997503849e6
6.599999999997957	2.7810822356587392	2.7809635857614187e-8	3.7347926821885444e6
6.64999999999784	2.840535836700957	2.8407041236760602e-8	1.430727644448361e6
6.699999999997724	2.8793961430811668	2.879421708551006e-8	1.7219509440566748e6
6.749999999997607	2.768430826262399	2.7680409247361485e-8	9.33280105945698e6
6.799999999997491	2.8298196901039407	2.83004879199361e-8	7.027958530378805e6
6.849999999997374	2.794377550626531	2.794108080804999e-8	5.454725753698723e6
6.899999999997258	2.7863384388545107	2.7866985909775565e-8	7.878312229529278e6
6.949999999997141	2.7833661034979142	2.7829813022160726e-8	8.464465014082322e6
6.999999999997025	2.7587065701540086	2.759089601839077e-8	3.453394680093153e7
7.049999999996908	2.7643068728830738	2.764395149843261e-8	145955.43900051477
7.0999999999967915	2.84754869249486	2.8477247845136272e-8	118823.76711163377
7.149999999996675	2.8026629906234506	2.8023185978777995e-8	6.583711626863713e6
7.1999999999965585	2.773187890428146	2.7732662258486608e-8	116967.29948424968
7.249999999996442	2.79969513753672	2.7997314312742004e-8	537048.4533691505
7.299999999996325	2.841862121641496	2.8418441693351834e-8	1.4046363528029418e6
7.349999999996209	2.8798188864381213	2.879825218752226e-8	726129.2747588722
7.399999999996092	2.885740290797408	2.8857167811115864e-8	8.008393519539053e6
7.449999999995976	2.781994144719166	2.7819342855941973e-8	1.3693644266364574e7
7.499999999995859	2.859599340715816	2.8597091949552118e-8	1.321565790011465e6
7.549999999995743	2.772199015590668	2.772202161815552e-8	1.6246477386124956e6
7.599999999995626	2.8268207866457726	2.8268240106735223e-8	4.134167908466435e6
7.64999999999551	2.938685091711795	2.938449262291213e-8	221962.07836918667
7.699999999995393	2.7383567708292627	2.7380953991922896e-8	77719.99682848662
7.749999999995277	2.9607610529026784	2.9611761714504505e-8	4.585310153922748e6
7.79999999999516	2.8959332489155285	2.8952974228826536e-8	5.368030119287946e6
7.849999999995044	2.6323521143492066	2.6322853002689e-8	7.873762371937363e7
7.899999999994927	2.751364417424272	2.7520243644748048e-8	6.455656327874549e6
7.9499999999948106	2.901126614114483	2.9010654491835534e-8	10532.789931378422
7.999999999994694	2.799973322994628	2.799728736556165e-8	56883.925559567346
8.049999999994577	2.7844412855753204	2.784509664202545e-8	73029.71679993371
8.099999999994461	2.5799638731252292	2.5792340255212648e-8	2.6267128938271865e7
8.149999999994344	2.8648111763964335	2.8651555392394248e-8	19855.137400221443
8.199999999994228	2.751740809293591	2.7521791066882624e-8	656114.0389783246
8.249999999994111	2.7986416123063282	2.7983236811585246e-8	60555.23811610681
8.299999999993995	2.79265758986369	2.7930184294193487e-8	48862.82367513103
8.349999999993878	2.8115692177294136	2.8113326426173546e-8	561654.5701647355
8.399999999993762	2.7851626508713156	2.7852355521409756e-8	3.990664127713721e7
8.449999999993645	2.90219091044756	2.9025339875553353e-8	3.676819875597801e7
8.499999999993529	2.9939850062721165	2.993980160555281e-8	5047.866096265777
8.549999999993412	2.9143304435431565	2.9140372256249365e-8	63856.88275497471
8.599999999993296	2.7555181344523954	2.7553746341883248e-8	9.31748815933542e6
8.64999999999318	2.872247531433291	2.8724937124445247e-8	3.9119754522335343e6
8.699999999993063	2.894315858800266	2.8943167511620325e-8	4.858479754319113e6
8.749999999992946	2.8452696852467043	2.8449143006467194e-8	8.04928937527649e6
8.79999999999283	2.8220143202050707	2.8222433243877007e-8	7.934322543082917e6
8.849999999992713	2.8957415302892464	2.895905027173196e-8	2.2839077865024684e6
8.899999999992596	2.9179772203211867	2.917924158785368e-8	5.3226361116042e6
8.94999999999248	2.9727689490144975	2.972877088645417e-8	1.286067205562706e6
8.999999999992363	3.009020071124252	3.0090978250219224e-8	4.24202968886528e6
9.049999999992247	2.980281494712395	2.9800888765971352e-8	2.37881175372992e6
9.09999999999213	3.0480591461392255	3.048291263520201e-8	2.1498767190942285e6
9.149999999992014	3.102921426247575	3.102929506751924e-8	9.66831289034779e6
9.199999999991897	2.9057599423596407	2.9047367039776634e-8	1.3553308925458433e7
9.24999999999178	2.83439255122489	2.834641814524602e-8	4.203043933554861e7
9.299999999991664	2.9460660396908196	2.9463762133914094e-8	472125.2191900198
9.349999999991548	3.0161453161592107	3.016449056835562e-8	347903.75520209863
9.399999999991431	3.0349998631630255	3.035040028100605e-8	15755.335538505095
9.449999999991315	3.0089478001535195	3.0086749740030934e-8	2.458841107037034e6
9.499999999991198	2.8218321688633985	2.8213947650630174e-8	8.3129957397183e6
9.549999999991082	2.9726694686623847	2.9728023532181352e-8	367816.1244523978
9.599999999990965	2.7837968413378515	2.7835797005340675e-8	6.391553958883972e6
9.649999999990849	2.914241157341709	2.9144305327706096e-8	1.929755618519815e6
9.699999999990732	2.9865435268356633	2.986641975709875e-8	9.628260696517047e6
9.749999999990616	2.8140808122756242	2.8133561942501367e-8	3.639125661421438e7
9.799999999990499	2.7320240704368417	2.732476025149923e-8	1.1052774072514716e8
9.849999999990382	2.9540401438861665	2.9537270061006392e-8	5.394740940083767e6
9.899999999990266	2.947422008009097	2.9476427153758174e-8	1.5338598878112728e7
9.94999999999015	2.9079510263553	2.907514867819459e-8	2.5785865151010673e6
9.999999999990033	2.821880446622551	2.8216564209393318e-8	7.189363064331801e6
